Name,Medicine_Name,Alias,English_Name,Medicinal_Part,Source,Morphology,Distribution,Processing,Properties,Type,Effect,Usage,Constituent,Formula,Pharmacology,Taboo
紫石英,紫石英 zishiying,赤石英、氟石、荧石。,Fluoritum。,来源于氟化物类矿物荧石族荧石Fluorite的矿石。,,等轴晶系。晶体呈立方体、八面体，少有菱形十二面体的单形及其聚形。在立方体晶面上有时出现镶嵌式花纹，尚可见由两个立方体相互穿插而成的双晶。集合体呈致密粒状或块状。色杂，以绿色、紫色为多，也有黄、浅蓝、红灰、黑白色等。当加热时其色可褪，受X线照射后又恢复原色。半透明至透明，有玻璃光泽，硬度4，性脆，相对密度3.18，在阴极射线下发荧光。溶于硫酸放出氟化氢，与硝酸及盐酸作用极弱。加热易崩解，并发出美丽的天蓝色、浅紫色。。,紫石英多形成于热液矿床中，或伟晶气液作用形成的矿脉中。有时也大量出现于铅锌硫化物矿床中。产于浙江、江苏、广东、辽宁、黑龙江、甘肃、湖北、湖南等地。,全年均采挖。挖取后，除净杂石，拣选紫色的矿石入药。,不规则的多角形块状，大小不一。表面紫色、淡紫色或浅绿色。色泽深浅不匀，常有裂纹，具玻璃样光泽，半透明。质坚硬而脆，易砸碎，多从棱角处裂破，断面棱角锋利。气微，味淡。,性温，味甘。归肾经、心经、肺经。,镇静安神、温肺、暖官。属安神药下属分类的重镇安神药。,用量9～15克，打碎，先煎。用治失眠多梦、心悸易惊、肺虚咳嗽、宫寒不孕。,主含氟化钙，纯品中钙约占51.2%、氟占48.8%，但常夹杂有微量的氧化铁，并夹有镉、铬、铜、锰、镍、铅、锌、钇、铈等微量元素。,①治虚劳，止惊悸，令能食：紫石英五两，打碎如米豆大，水淘一遍。上以水一斗，煮取二升，去渣澄清。细细温服，或煮粥羹食亦得，服尽更煎之。（《圣惠方》紫石英汤）,紫石英有兴奋中枢神经和卵巢分泌功能的作用。人体摄入氟过多时，会对牙齿、骨骼、神经系统、肾脏、心血管及甲状腺有损害作用。,不宜久服，妇女绝孕由于阴虚火旺不能摄受精气者忌用。
紫梢花,紫梢花 zi shao hua,紫霄花、花子。,Freshwater Sponge 。,简骨海绵科针海绵属动物脆针海绵Spongilla fragilis (Leidy)的干燥群体。,,脆针海绵体呈棒状，表面凹凸不平，灰褐色，具许多出水孔。体内有纵横交错的海绵质纤维。体骨针状，表面光滑无刺。全体各层均有芽球，椭圆形或钝三角形球状体；芽球有单个者，有2～4个芽球组成的群体，各被一共同细胞层所包围。每个芽球表面有分散存在的芽骨，并各有1长而弯曲的孔管，从细胞层内向外突出而开口。芽骨较体骨小很多，呈针状，表面有大小不等的刺。,生活于清流或湖沼中，常附生在石块、树枝或水草等物体上。分布于山东、江苏、河南等地。主产江苏、河南等地。,9～11月采收，多在水落后的河边、湖沼边拾取，也可在水中捞取，去掉两端植物枯杆及杂质，晒干。,紫梢花呈不规则的块状或棒状，形似蒲棒，大小不一，长3～10厘米，直径1～2.5厘米，中央常附有水草或树枝。表面灰绿色、灰白色或灰黄色。体轻，质松泡，有多数小孔，呈海绵状；断面呈放射网状，网眼内有灰黄色类圆形小颗粒(芽球)，振摇易脱落。气无，味淡。,性温，味甘。归肾经。,补肾助阳，固精缩尿。属补虚药下分类的补阳药。,内服：研末，用量1.5～4.5克；或入丸、散。外用：煎汤温洗局部。主治阳痿，遗精，白浊，虚寒带下，小便失禁，阴囊湿痒。,1.脆针海绵群体主要含海绵硬蛋白，海绵异硬蛋白，磷酸盐，碳酸盐等。2.湖针海绵群体含胆甾醇，叶黄素-5-6环氧化合物约占61.9%，胡萝卜素蛋白质复合体，胡萝卜素蛋白质复合体由虾青素和16种氨基酸莆成，主要为天冬酰胺和少数组氨酸，未检出半胱氨酸)。,①治子宫久冷，赤白带下：牡蛎(煅)、黄狗头骨(煅)、紫梢花、韶脑、母丁香、蛇床子、破故纸、桂心等分。上为细末，炼蜜为丸如鸡头大。临事用一粒。(《妇人良方》搐鼻香),紫梢花水煎剂有抑菌作用。,凡阴虚内热者忌用。
紫花前胡,紫花前胡 zihuaqianhu,,Peucedani Decursivi Radix。,,伞形科植物紫花前胡Peucedanum decusivum(Miq.)Maxim.的干燥根。,多年生草本，高1~2米。根粗大，圆锥形，有分枝。茎直立，圆柱形，具浅纵沟纹，光滑，紫色，上部分枝，被柔毛。基生叶有长柄，柄长13~36厘米，基部有宽阔叶鞘，叶片坚纸质，三角状宽卵形，三出式一至二回羽状分裂，下部第一回羽片有柄，末回裂片椭圆形或长卵形，基部下延，顶端裂片基部下延呈翅状与侧裂片相汇合，上面深绿色，下面绿白色，边缘锯齿较密，茎上部叶逐渐退化，至顶部成为仅有3裂，甚至不裂的细小叶片，紫色叶鞘膨大成兜状。复伞形花序顶生和侧生，伞幅10~20，长2~4厘米，紫色，有柔毛，总苞片1~2，卵圆形，呈宽阔鞘状，长1~2厘米，小总苞片数片，披针形，长约5毫米，花瓣卵圆形，深紫色。果实椭圆形，长6毫米，宽约4毫米，背部扁平，背棱和中棱线形突起，侧棱扩展成狭翅，棱槽内油管1~3，合生面油管4~6，胚乳腹面脑溢血凹入。花期8~9月。果期10月。,生于山坡、林缘或灌丛、草地。分布于河南、山东、江苏、安徽、浙江、江西、台湾、湖北、湖南、广西、广东、四川等省区。,秋、冬二季地上部分枯萎时采挖，除去须根，晒干。,多呈不规则圆柱形、圆锥形或纺锤形，主根较细，有少数支根，长3～15厘米，直径0.8～1.7厘米。表面棕色至黑棕色，根头部偶有残留茎基和膜状叶鞘残基，有浅直细纵皱纹，可见灰白色横向皮孔样突起和点状须根痕。质硬，断面类白色，皮部较窄，散有少数黄色油点。气芳香，味微苦、辛。,性寒，味苦、辛。归肺经。,降气化痰，散风清热。属解表药下属分类的辛凉解表药。,用量3～9克，内服煎汤，或入丸、散。治疗痰热喘满，咯痰黄稠，风热咳嗽痰多。, 根含香豆精类化合物，香豆精糖甙类化合物。,,,尚不明确。
紫花地丁,紫花地丁 zihuadiding,地丁、金剪刀、紫地丁、箭头草、兔耳草、地丁草。,Violae Herba。,堇菜科植物紫花地丁Viola yedoensis Makino的全草。,,多年生草本，无地上茎。根状茎短，节密生。主根粗，有数条细根。叶多数，基生，莲座状；叶片下部通常较小，呈三角状卵形或狭卵形，先端圆钝，基部截形或宽楔形，稀微心形，边缘具浅圆齿，两面无毛或被细短毛，果期叶片增大；托叶膜质，苍白或淡绿色，2/3～4/5与叶柄合生，离生部分线状披针形。花两侧对称，具长梗；花瓣淡紫色或紫色，稀呈白色，喉部色淡并带紫色条纹；萼片5，卵状披针形或披针形，基部附属物矩形或半圆形，顶端圆或截形；花瓣5，倒卵形或长圆状倒卵形；雄蕊5，子房卵形，无毛，花柱棍棒形，柱头三角形。种子卵球形，淡黄色。花期3～4月，果期5～9月。,生于路边、林缘、灌木丛、荒地、田埂阴湿处及水沟边。主产于江苏、浙江等地。,春、秋季采收全草，洗净，晒干。,多皱缩成团。主根圆锥形，直径1～3毫米。叶丛生，灰绿色，湿润展开后，叶片披针形或卵状披针形，长1.5～5.6厘米，宽1～2厘米，先端钝，基部截形或呈心形，边缘具钝锯齿；两面有毛；叶柄细长，长2~6厘米，上部有明显狭翅。花茎纤细；花瓣5，花紫色或淡棕色，矩形管状，蒴果通常三角状裂开，内有多数淡黄色种子。气微，味微苦而带黏性。,性寒，味苦、辛。归心经、肝经。,清热解毒、凉消肿。属清热药下属分类的清热解毒药。,用量15～30克；单味大量可用至30～60克；外用适量，捣烂外敷患处。用治热毒痈结所致之疔疮痈肿、乳痈、肠痈、丹毒等症；及肝热目赤肿痛、毒蛇咬伤等。,含有苷类、黄酮类、黏液质、棕榈酸等。另含对羟基苯甲酸、反式对羟基桂皮酸、山柰酚-3-0-鼠李糖苷等成分。,①治淋巴结核：紫花地丁15克，夏枯草12克，元参9克，大贝母9克，牡蛎15克。水煎服。(《青海常用中草药手册》),有抗病原微生物作用。近从全草中分离出一种在体外试验中具有高活性抗I型艾滋病毒的高分子化合物，分子量为10000～15000的磺化多聚糖。本品具有抑菌、利胆、利尿和轻泻等作用；对金黄色葡萄球菌、卡他球菌、链球菌、肺炎双球菌均有抑制作用。,阴疽漫肿无头及脾胃虚寒者慎服。
紫河车,紫河车 ziheche,胞衣、胎衣、混沌衣、仙人衣。,Hominis Placenta。,,人科健康人Homo sapiens Linnaeus的干燥胎盘。,,,在各地医院产科收集健康产妇足月新鲜胎盘，放人清水中漂洗，剔除筋膜并挑破脐带周围的血管，挤出血液，反复漂洗数次，并轻轻揉洗至洁净为止，然后用细铁丝圈在里面绷紧，四周用线缝住，放入开水锅中煮至胎盘浮起时取出，剪去边上的羊膜，再置无烟的煤火上烘至起泡，质酥松即成。,圆形或碟状椭圆形，直径9～15厘米，厚薄不一。黄色或黄棕色，一面凹凸不平，有不规则沟纹；另一面较平滑，常附有残余的脐带，其四周散布细血管。质硬脆，有腥气。,性温，味甘、咸。归心经、肺经、肾经。,温肾补精、养血益气。属补虚药下属分类的补气药。,用量2～3克，研末吞服，或入丸剂。用治虚劳赢瘦、骨蒸盗汗、咳嗽气喘、食少气短、阳痿遗精、不孕少乳。,紫河车含蛋白质、多肽、磷脂等。还含有多种由胎盘合成的激素：促性腺激素A、促性腺激素B、催乳激素、促甲状腺激素、催产素样物质，多种甾体激素和雌酮、雌二醇、雌三醇、孕甾酮、四氢皮质甾酮、皮质醇、皮质酮、雄甾酮、人绒毛膜促性腺激素、促肾上腺皮质激素等，以及胎盘乳原、多种氨基酸、酶类、含氮多糖体等。,①治劳瘵虚损，骨蒸等症：紫河车(洗净，杵烂)一具，白茯苓15克，人参30克，干山药60克。上为末，面糊和入紫河车，加三味，丸梧桐子大。每服三五十丸，空心米饮下。嗽甚，五味子汤下。(《妇人良方》河车丸),紫河车有雌激素和孕激素样作用、抗感染，还可增强抵抗力、促进凝血。其煎液灌胃，可提高小鼠T淋巴细胞比率、淋巴细胞数量及胸腺指数，使胸腺髓质区域扩大，导致胸腺退化;还能对抗强的松引起的免疫抑制作用。,脾虚湿困食少者慎服，表邪未解及内有实邪者禁服。
紫草茸,紫草茸 zicaorong,赤胶、紫矿、紫梗、紫胶、虫胶。,Lacca。,为胶蚧科紫胶虫属动物紫胶虫Laccifer lacca kerr在树枝上所分泌的干燥胶质。,,雌虫体紫色，呈不规则圆球状。表面有3个突起；其1为肛门；另2个为中胸气门，周围环绕有丝状蜡质。肛门周围有肛门环和肛门棘包围。雄虫体小，分有翅和无翅两型。有翅型体长1毫米，宽0.4毫米，紫红色。翅膜质。腹部8节，腹端着生一角质化的阴茎鞘，两侧各具一根白蜡丝。无翅型体长2～3毫米。触角1对，细长，向前伸。足3对，细弱，呈浅黄色。吸取树液，并分泌胶质覆盖体外。雄虫分泌胶量很少，主要依靠雌虫泌胶。,寄生于钝叶黄檀、秧青、三叶豆、泡火绳、酸香、大叶榕、小叶榕等树上。分布于广东、四川、云南、台湾等地。,用刀将紫胶剥下，除去杂质，平摊放在阴凉通风地方，厚度不超过15厘米。要经常翻动，使之干燥不结块。除去枝梗及杂质，筛去灰屑，用时捣成小块。,紫草茸呈半圆柱状，长短宽狭不一，长3～10厘米，宽1～1.5厘米。紫褐色或紫红色，表面凹凸不平，有皱纹及小虫眼孔隙，附着于树枝处呈凹沟状，边缘钝圆。质硬而脆，可折断。断面有平行排列的长圆形或圆形虫窝，内有长卵形或圆形虫尸，褐色或暗红色。气微臭，味淡。遇热则软化而发黏。,性平，味甘、咸。归肝经、脾经。,清热，凉血，解毒。属清热药下分类的清热解毒药。,内服：煎汤，3～10克；研末，1.5～3克。外用：研末撒或熬膏涂敷。主治麻疹、斑疹不透，月经过多，崩漏，疮疡，湿疹。,棒状虫胶含树脂70%～80%，蜡6%～7%，色素4%～8%。虫胶树脂可分硬、软两种，硬树脂占70%，其中纯虫胶树脂占l0%。由于虫胶树脂易聚合，故每分子虫胶树脂主要由4分子萜烯酸，即由3分子紫草茸醇酸或表虫胶酸和1分子紫草茸酸或表紫草茸虫胶酸和4分子油桐酸所组成的多酯，也有含3分子或5分子萜烯酸的。软树脂分离得4种纯的萜烯酸酯，即紫草茸酸酯Ⅰ，紫草茸醇酸酯Ⅰ，紫草茸酸酯Ⅱ和紫草茸醇酸酯Ⅱ。后两者为供生产硬树脂的原料。色素主要含虫胶红酸A1、A2(熔点>3000)、B、C、D及虫胶红素。蜡为二十五醇、三十二醇与二十酸、三十二酸所组成的酯。,①疮痘出不快及变陷者：紫草茸一分，陈皮半分。上粗末，新汲水煎服。(《直指小儿方》),紫草茸提取中得到的虫胶红酸常用作食品天然红色色素。虫胶红酸虽然在鼠伤寒沙门菌/微粒体突变等试验中无致突变作用，但会抑制中国仓鼠V79细胞的代谢协同作用，可能有潜在的诱发肿瘤作用。,孕妇慎服。
紫草,紫草 zicao,紫草根、软紫草、紫根、紫丹、地血。,Arnebiae Radix。,,紫草科植物新疆紫草Arnebia euchroma (Royle) Johnst.或内蒙紫草Arnebia guttata Bunge.的根。,多年生草本，高15～25厘米，全株被粗硬毛。根直生，略呈圆锥形，含有紫色物质，根头部常与支根扭在一起，外皮暗红紫色，多栓皮。茎直立，单一或基部分枝。基生叶披针形或条形，长5～10厘米，宽2～5厘米，全缘，无柄；茎生叶较短小。蝎尾状聚伞花序密集茎顶，苞片叶状，具硬毛；花萼5裂；裂片狭条形；花冠紫色或淡紫色，筒状，5裂，筒与萼近等长，基部无毛环，喉部无附属物；雄蕊5枚，生于花冠筒的喉部(短柱花)，或生于筒中部(长柱花)；子房上位，4裂，花柱顶端2裂。小坚果卵形，有疣状突起。花期6～7月，果期8～9月。,生于高山多石砾山坡及草坡。分布于新疆、西藏、内蒙古。,春、秋季挖根，除去泥土、残茎，晒干。,不规则长圆柱形，多扭曲，长7～20厘米，直径1～2.5厘米。表面紫红色或紫褐色，皮部疏松，呈条形片状，常10余层重叠，易剥落。顶端有的可见分歧的茎残基。体轻，质松软，易折断，断面不整齐，木部较小，黄白色或黄色。气特异，味微苦、涩。,性寒，味甘、咸。归心经、肝经。,凉血、活血、解毒透疹。属清热药下属分类的清热凉血药。,用量5～9克，水煎服。外用适量，熬膏或用植物油浸泡涂擦。用治血热毒盛、斑疹紫黑、麻疹不透、疮疡、湿疹、水火烫伤。,含紫草素、乙酰紫草素以及多糖类成分。另含β’-二甲基丙烯酰阿卡宁、去氧紫草素、异丁酰紫草素、洋翻白草酸等成分。,①治五疸热黄：紫草9克，茵陈草30克。水煎服。(《本草切要》),具有抗炎、解热、镇静、镇痛、抗病原微生物、抗肿瘤、抗生育、兴奋平滑等作用。目前认为，紫草素及乙酰紫草素是抗炎症的主要成分。此外，抗促性腺激素GLH、FSH)的作用至少部分是紫草酸的作用，这种成分含量占紫草干重的20%～3%。,胃肠虚寒便溏者禁服，忌用水洗。
紫贝齿,紫贝齿 zibeichi,紫贝、紫贝子、贝齿、文贝。,Concha Mauritiae。,宝贝科动物阿文绶贝Mauritia arabica (Linnaeus)、虎斑宝贝等的贝壳。,,贝壳长卵圆形，壳质坚固。壳塔螺旋部几乎全被珐琅质遮盖。背部膨圆，两侧下部略向内收缩，边缘稍厚。壳表面光滑细腻，褐色或灰褐色，布满纵横交错、不甚规则的棕褐色断续条纹和若干星状圆斑，背部隐约可见褐色或灰蓝色彩带，两侧缘灰褐色，上面具有紫褐色斑点，斑点一直延伸至基部。背线明显，不具斑纹。壳口狭长，前端稍宽，前、后端水管沟陷入很深，内外两唇的齿各为32枚，红褐色。,生活在潮间带低潮线附近有珊瑚礁或岩石的海底。分布于福建、台湾、海南及西沙和南沙群岛。,5～7月捕取，去肉，洗净，晒干。,紫贝齿呈卵圆形，长3～7厘米，宽2～4厘米，高1.5～2厘米。背部隆起，腹部扁平，中间有沟，沟缘向内卷，并有多数细齿，两端均凹入呈圆口状，前端较宽。壳面平滑，紫色、棕色或褐色，具多数暗紫棕色与白色交错的斑纹或圆点，光泽美丽。内面蓝白色。质坚硬。气无，味淡。,性平，味咸。归肝经。,镇惊安神、平肝明目。属平肝息风药下属分类的平抑肝阳药。,用量10～15克，煎服，先煎外用适量，水飞点眼。用治小儿高热抽搐、头晕目眩、惊悸心烦、失眠多梦、目赤肿痛、热毒目翳。,紫贝主含碳酸钙90%以上，另含镁、铁、硅酸盐、磷酸盐和氯化物及有机质。,①治痈疽：以紫贝壳烧煅为灰，敷之。(《普济方》),有镇静及降低血压的作用。,脾胃虚寒者慎服。
梓实,梓实 zishi,,Fruit of Ovate Catalpa,,紫葳科植物梓Catalpa ovataG.Don的果实。,落叶乔木，高达10余米，树冠扩张，嫩枝无毛或具长直毛。叶对生，有长柄；叶片广卵形或近圆形，先端突尖或长尖，基部心形至近圆形，全缘有波齿或3~5浅裂。上面有灰白色柔毛，叶脉尤多，下面疏生柔毛。初夏开淡黄色花，花多数成顶生圆锥花序；花冠钟形，长约2厘米，内有橘黄色条纹及紫色斑点；发育雄蕊2枚，内藏；子房2室。蒴果细长，深褐色，幼时疏生长白毛。种子扁平长椭圆形，两端各有一束白色丝光长毛。,湿润地区均可生长，分布于东北、华北、西北及长江流域。,秋、冬季摘取成熟果实，晒干或阴干。,蒴果呈狭线形，新鲜时，有强黏着性，熟时渐次消失。长20~30厘米，粗5~9毫米，稍弯转，暗棕色乃至黑棕色，有细纵皱并有光泽细点，粗糙而脆。基部有果柄。先端常破裂，露出种子。种子淡褐色，菲薄，长5毫米，宽2~3毫米，上下两端有长l厘米许白色光泽茸毛；中央内面有暗色脐点。种皮除去后即为胚，有子叶2片。几无味，微有收敛性。,性平，味甘；无毒。归肾经、膀胱经。,利尿、消肿。属利水渗湿药下分类的利水消肿药。,用于治疗浮肿、慢性肾炎、膀胱炎、肝硬化腹水等。,果实含梓苷、梓实次苷(即梓醇)、对一羟基苯甲酸、枸橼酸、蜡。种子含对一羟基苯甲酸、谷甾醇和脂肪酸。梓实水溶性提取物及果皮、种子提取物对小白鼠、家兔均有利尿作用，并使电解质的排出增加。,,,暂缺。
苎麻根,苎麻根 zhumagen,苎根、野苎根、苎麻茹。,Rhizoma Et Radix Boehmeriae,,荨麻科植物苎麻Boehmeria nivea (L.) Gaud.的根和根茎。,多年生半灌木，高1～2米。茎直立，圆柱形，多分枝，青褐色，密生粗长毛。叶互生，托叶2，分离，早落，叶片宽卵形或卵形，先端渐尖或近尾状，基部宽楔形或截形，边缘密生齿牙，上面绿色，粗糙，并散生疏毛，下面密生交织的白色柔毛，基出脉3条。花单性，雌雄通常同株，花序呈圆锥状，腋生，雄花序通常位于雌花序之下，雄花小，无花梗，黄白色，花被片4，雄蕊4，有退化雌蕊，雌花淡绿色，簇球形，直径约2毫米，花被管状，宿存，花柱1。瘦果小，椭圆形，密生短毛，为宿存花被包裹，内有种子l颗。花期9月，果期10月。,在我国河南、山东及陕西以南各地广为栽培，也有野生。,冬、春季采挖，除去地上茎和泥土，晒干。一般选择食指粗细的根，太粗者不易切片，药效亦不佳。,根茎呈不规则圆柱形，稍弯曲，长4～30厘米，直径0.4～5厘米，表面灰棕色，有纵纹及多数皮孔，并有多数疣状突起及残留须根，质坚硬，不易折断，折断面纤维性。皮部棕鱼，木部淡棕色，有的中间有数个同心环纹，中央有髓或中空，根略呈纺锤形，长约10厘米，直径1～1.3厘米，表面灰棕色，有纵皱纹及横长支孔，断面粉性。气微，味淡，有黏性。,性寒，味甘。归肝经、心经、膀胱经。,凉血止血，清热安胎，利尿，解毒。属止血药下分类的凉血止血药。, 内服：煎汤，用量5～30克，或捣汁。外用：适量，鲜品捣敷，或煎汤熏洗。主治血热妄行所致的咯血、吐血、衄血、血淋、便血、崩漏、紫癜，胎动不安，胎漏下立，小便淋沥，痈疮肿毒，虫蛇咬伤。,主要含绿原酸、咖啡酸、齐墩果酸、19a-羟基乌苏酸等成分。,①治咯血：苎麻根30克，白茅根30克。水煎服。(《四川中药志》1979年),具有止血等作用。有毒。,无实热者慎服。
